153|O Destino da Montanha|Pedro Rodrigues|1
154|A Pequena da Montanha|Luiz Nascimento|1
155|A Última do Destino|Ana Barbosa|1
156|As do Destino|José Barbosa|1
157|A Primeira do Fogo|Maria Santos|1
158|A Grande do Fogo|Paulo Souza|1
159|O Destino da Chuva|Antônio Carvalho|1
160|O Primeiro do Sol|Pedro Ferreira|1
161|O Último da Esperança|Carlos Ferreira|1
162|O Primeiro do Vento|Rafael Mendes|1
163|Uma da Água|Carlos Costa|1
164|O Mistério do Sol|Maria Barbosa|1
165|O Segredo da Chuva|Luis Lopes|1
166|A História da Chuva|Daniel Ferreira|1
167|A Jornada do Ar|Francisco Lima|1
168|A Última do Céu|Ana Oliveira|1
169|O Destino do Mar|Maria Ferreira|1
170|A Jornada da Água|Paulo Pereira|1
171|O Segredo da Água|Antônio Costa|1
172|A Primeira do Destino|Felipe Araújo|1
173|A História da Vida|Felipe Pereira|1
174|Uma da Terra|Gabriel Costa|1
175|A Primeira da Vida|Luiz Santos|1
176|A do Vento|Daniel Gomes|1
177|A História da Chuva|Eduardo Silva|1
178|A da Floresta|Lucas Lima|1
179|O Primeiro da Terra|Felipe Gomes|1
180|O Pequeno da Água|Paulo Souza|1
181|Os da Floresta|Carlos Lima|1
182|O Primeiro do Sol|Antônio Fernandes|1
183|A Primeira do Fogo|Eduardo Barbosa|1
184|O Destino do Amor|Bruno Silva|1
185|O Destino do Tempo|Paulo Mendes|1
186|As das Estrelas|Carlos Gomes|1
187|Uma da Vida|João Oliveira|1
188|As do Sol|João Pereira|1
189|O Mistério da Chuva|Felipe Lima|1
190|O Grande do Mar|Marcos Carvalho|1
191|O Destino da Terra|Daniel Lopes|1
192|O Pequeno do Destino|João Pereira|1
193|As da Água|Paulo Martins|1
194|O Segredo da Montanha|José Oliveira|1
195|O Segredo do Destino|Ana Lima|1
196|O Mistério do Sol|Carlos Barbosa|1
197|O do Mar|Pedro Barbosa|1
198|O da Vida|Luis Rodrigues|1
199|As da Vida|Antônio Fernandes|1
200|A Jornada da Montanha|Pedro Lima|1
201|O Mistério do Fogo|Maria Ribeiro|1
202|O Segredo da Montanha|Marcos Nascimento|1
203|Uma da Fortuna|Luiz Martins|1
204|A História da Esperança|Marcelo Nascimento|1
205|Os do Céu|Marcelo Lima|1
206|O Mistério do Sol|Rafael Carvalho|1
207|O Caminho da Floresta|Marcos Carvalho|1
208|As da Lua|Gabriel Ferreira|1
209|Os da Chuva|Rafael Costa|1
210|O Caminho do Sol|Bruno Mendes|1
211|A Jornada do Amor|Ana Costa|1
212|A Última do Mar|Bruno Mendes|1
213|Uma do Céu|Luiz Costa|1
214|O Pequeno da Floresta|Felipe Martins|1
215|A Grande da Esperança|João Barbosa|1
216|O Primeiro do Mar|Maria Almeida|1
217|O Último do Deserto|Ana Nascimento|1
218|O Caminho da Esperança|Marcelo Martins|1
219|Um da Lua|Daniel Barbosa|1
220|O Segredo do Deserto|Ana Rodrigues|1
221|A Primeira do Sol|Paulo Ferreira|1
222|O Segredo da Floresta|João Fernandes|1
223|A Última do Tempo|Marcos Martins|1
224|Uma do Ar|Paulo Lopes|1
225|O Primeiro da Esperança|Marcelo Costa|1
226|A Última do Céu|Maria Nascimento|1
227|A Primeira do Destino|Paulo Oliveira|1
228|Os do Deserto|Gabriel Barbosa|1
229|O Mistério da Terra|Marcos Gomes|1
230|O Mistério do Deserto|Paulo Carvalho|1
231|A Pequena da Montanha|Daniel Almeida|1
232|A do Deserto|Gabriel Lima|1
233|A Última da Montanha|João Ferreira|1
234|O do Mar|Antônio Nascimento|1
235|A Grande da Água|Rafael Almeida|1
236|O Mistério do Destino|Luis Almeida|1
237|A História da Fortuna|Felipe Araújo|1
238|O Destino da Lua|Pedro Mendes|1
239|O Destino do Vento|Antônio Costa|1
240|O Destino do Deserto|Paulo Carvalho|1
241|A da Montanha|Paulo Ferreira|1
242|As da Floresta|Luiz Almeida|1
243|A Pequena da Floresta|Rafael Carvalho|1
244|O Caminho da Fortuna|José Oliveira|1
245|O da Lua|José Lopes|1
246|O Segredo da Fortuna|José Lima|1
247|A Última do Vento|Daniel Araújo|1
248|Uma da Água|Antônio Santos|1
249|O Segredo do Mar|Luis Costa|1
250|A História da Fortuna|Carlos Souza|1
251|A Última das Estrelas|Marcos Mendes|1
252|A História do Sol|Bruno Fernandes|1
253|O Primeiro da Terra|Carlos Pereira|1
254|O Grande da Esperança|Ana Costa|1
255|Um do Deserto|Maria Almeida|1
256|A Jornada do Vento|Marcelo Fernandes|1
257|A Pequena do Deserto|Lucas Santos|1
258|Uma da Chuva|Maria Santos|1
259|A Pequena das Estrelas|Lucas Pereira|1
260|O Primeiro da Terra|Ana Almeida|1
261|O da Esperança|Pedro Mendes|1
262|O Mistério do Mar|Francisco Gomes|1
263|O Segredo da Fortuna|Marcelo Mendes|1
264|O Segredo das Estrelas|Luiz Silva|1
265|As da Lua|Bruno Lima|1
266|O Caminho do Mar|Felipe Oliveira|1
267|Uma da Chuva|Maria Costa|1
268|O Caminho da Vida|Felipe Oliveira|1
269|A Grande do Mar|Daniel Barbosa|1
270|O Segredo do Sol|Felipe Gomes|1
271|A da Lua|Luis Santos|1
272|O Segredo da Lua|Rafael Carvalho|1
273|O Caminho da Esperança|Lucas Gomes|1
274|A Última da Água|Antônio Gomes|1
275|O Grande do Fogo|Marcos Rodrigues|1
276|A Pequena da Água|Paulo Araújo|1
277|O Segredo do Sol|Pedro Souza|1
278|A Grande do Mar|Maria Mendes|1
279|A Última da Vida|Francisco Souza|1
280|A História da Chuva|Luiz Pereira|1
281|O Primeiro da Montanha|Paulo Pereira|1
282|A Grande da Floresta|Bruno Ferreira|1
283|O Caminho do Tempo|Rafael Carvalho|1
284|O Mistério da Floresta|José Santos|1
285|A Primeira da Terra|Carlos Oliveira|1
286|O Último da Lua|Lucas Lopes|1
287|O Caminho da Chuva|Ana Ferreira|1
288|Um da Fortuna|José Silva|1
289|A Pequena da Vida|Gabriel Mendes|1
290|O Grande da Vida|Eduardo Lima|1
291|A Jornada da Esperança|Bruno Almeida|1
292|A do Destino|Luiz Costa|1
293|O Mistério do Mar|Gabriel Santos|1
294|A Pequena da Vida|Gabriel Ribeiro|1
295|O Segredo das Estrelas|Eduardo Gomes|1
296|As do Destino|Felipe Almeida|1
297|As da Vida|Marcos Santos|1
298|O Caminho da Lua|Carlos Costa|1
299|A da Chuva|Luiz Souza|1
300|A Grande da Vida|José Martins|1
301|O da Lua|Pedro Nascimento|1
302|A Jornada do Céu|Gabriel Martins|1
303|O Grande do Deserto|Bruno Souza|1
304|A Última da Montanha|Luiz Silva|1
305|Uma do Destino|Marcelo Rodrigues|1
306|O Segredo da Terra|Felipe Barbosa|1
307|O Mistério do Fogo|Francisco Silva|1
308|O Grande da Chuva|Lucas Gomes|1
309|O Pequeno do Amor|Bruno Souza|1
310|Os do Deserto|Gabriel Araújo|1
311|O Destino da Vida|Maria Ribeiro|1
312|A do Fogo|Marcos Pereira|1
313|A Última da Lua|Carlos Martins|1
314|Uma da Lua|Daniel Nascimento|1
315|O Caminho do Destino|Marcos Ribeiro|1
316|A Pequena da Vida|Luis Souza|1
317|A Grande da Chuva|Bruno Silva|1
318|O da Fortuna|Luis Gomes|1
319|O Mistério das Estrelas|Ana Souza|1
320|Os da Montanha|José Rodrigues|1
321|A Grande das Estrelas|Ana Martins|1
322|O Último da Esperança|Rafael Ribeiro|1
323|A Última do Destino|Eduardo Pereira|1
324|Um do Amor|Ana Lima|1
325|Uma do Mar|Maria Silva|1
326|A da Vida|José Silva|1
327|As do Céu|Felipe Oliveira|1
328|O Último da Terra|Francisco Santos|1
329|O Último da Água|Luiz Araújo|1
330|O do Céu|Maria Carvalho|1
331|O Último do Mar|Eduardo Lima|1
332|O Pequeno do Tempo|Gabriel Ferreira|1
333|O Destino do Deserto|Marcelo Rodrigues|1
334|A Primeira do Deserto|Lucas Martins|1
335|A Última do Céu|Daniel Lopes|1
336|O Destino do Deserto|Luiz Rodrigues|1
337|A Pequena da Montanha|Eduardo Gomes|1
338|O Grande do Vento|Bruno Pereira|1
339|Um do Destino|Pedro Almeida|1
340|O Primeiro da Fortuna|Luiz Lima|1
341|A Grande da Chuva|João Costa|1
342|A Pequena das Estrelas|Francisco Oliveira|1
343|A do Tempo|Marcelo Nascimento|1
344|O Mistério da Lua|Rafael Fernandes|1
345|A Pequena da Chuva|Luis Ferreira|1
346|Uma da Água|Marcelo Rodrigues|1
347|O Destino da Vida|João Barbosa|1
348|As do Vento|Maria Souza|1
349|Uma da Vida|Marcos Mendes|1
350|Os da Água|Rafael Nascimento|1
351|O do Amor|Gabriel Santos|1
352|Os do Céu|Rafael Mendes|1
353|O Pequeno da Montanha|Gabriel Araújo|1
354|A Jornada da Água|Carlos Barbosa|1
355|A Jornada da Chuva|Gabriel Ribeiro|1
356|Um do Tempo|Pedro Ferreira|1
357|A Grande da Fortuna|Ana Oliveira|1
358|O Segredo da Fortuna|Ana Araújo|1
359|Um do Deserto|Antônio Nascimento|1
360|O Grande do Destino|Ana Costa|1
361|A Grande da Terra|Felipe Fernandes|1
362|O Segredo da Floresta|Antônio Souza|1
363|O Primeiro da Fortuna|Lucas Rodrigues|1
364|A Primeira da Vida|Rafael Costa|1
365|O Grande da Chuva|Lucas Almeida|1
366|A Última da Montanha|Ana Martins|1
367|O Destino da Água|Antônio Martins|1
368|O do Céu|Francisco Oliveira|1
369|O Destino das Estrelas|Felipe Lopes|1
370|O Primeiro do Deserto|Bruno Lopes|1
371|A Jornada da Chuva|Antônio Lima|1
372|O Pequeno da Água|Bruno Martins|1
373|A da Terra|Luiz Silva|1
374|Os da Vida|Francisco Almeida|1
375|A Última das Estrelas|Carlos Martins|1
376|O do Ar|Marcos Martins|1
377|Uma do Céu|Gabriel Rodrigues|1
378|A História da Lua|João Pereira|1
379|A Pequena do Vento|Marcelo Ferreira|1
380|O Mistério do Deserto|Lucas Ribeiro|1
381|O Pequeno do Vento|Daniel Silva|1
382|O Mistério do Amor|Francisco Martins|1
383|A da Floresta|Luiz Santos|1
384|O Pequeno do Vento|Maria Gomes|1
385|O Grande do Ar|Luis Almeida|1
386|O Mistério do Destino|Paulo Rodrigues|1
387|O Segredo da Vida|José Lima|1
388|A do Mar|Pedro Silva|1
389|Uma da Montanha|Ana Silva|1
390|A Jornada do Vento|Ana Santos|1
391|Os da Terra|Bruno Ribeiro|1
392|O Segredo da Chuva|Paulo Barbosa|1
393|A da Montanha|Carlos Fernandes|1
394|O Caminho da Floresta|Rafael Ferreira|1
395|O Destino do Sol|João Mendes|1
396|O Primeiro da Lua|Maria Costa|1
397|O Mistério do Céu|Pedro Silva|1
398|O Segredo do Deserto|Ana Lopes|1
399|A Última do Amor|Bruno Souza|1
400|Uma do Destino|João Martins|1
401|As do Deserto|Carlos Souza|1
402|O do Fogo|Marcelo Araújo|1
403|Os da Montanha|Carlos Lima|1
404|A Jornada da Água|Felipe Almeida|1
405|Uma da Chuva|Pedro Barbosa|1
406|O do Vento|Francisco Costa|1
407|A Primeira da Água|Luis Santos|1
408|O Mistério da Terra|Bruno Carvalho|1
409|O Grande da Esperança|Marcos Lopes|1
410|O Caminho da Vida|Daniel Carvalho|1
411|A História do Ar|Carlos Souza|1
412|O Destino da Floresta|Luis Lopes|1
413|O Último do Céu|João Pereira|1
414|O Destino da Lua|Bruno Silva|1
415|O Pequeno do Céu|José Silva|1
416|O Grande da Fortuna|Bruno Pereira|1
417|A Última da Chuva|Antônio Lopes|1
418|O Grande do Tempo|Ana Nascimento|1
419|O Primeiro da Terra|Ana Lima|1
420|A Grande do Destino|Antônio Pereira|1
421|A Pequena da Chuva|Pedro Lima|1
422|O do Fogo|Gabriel Mendes|1
423|O Grande da Esperança|Bruno Rodrigues|1
424|A Grande da Vida|Paulo Oliveira|1
425|O Segredo do Tempo|Bruno Costa|1
426|Um da Água|Paulo Silva|1
427|O Primeiro da Floresta|Daniel Fernandes|1
428|Uma da Terra|Pedro Gomes|1
429|O Destino da Esperança|Maria Santos|1
430|A Grande da Chuva|Luis Oliveira|1
431|A do Amor|Rafael Lima|1
432|A Pequena do Tempo|Felipe Martins|1
433|O Mistério do Fogo|Maria Lima|1
434|O Grande do Ar|Gabriel Pereira|1
435|O Caminho da Chuva|João Nascimento|1
436|A Grande do Fogo|João Nascimento|1
437|O da Chuva|Daniel Costa|1
438|O Segredo do Deserto|Gabriel Martins|1
439|O Último do Deserto|José Carvalho|1
440|A Jornada da Fortuna|Felipe Barbosa|1
441|O do Vento|Eduardo Araújo|1
442|A Última do Fogo|Antônio Mendes|1
443|O Caminho da Chuva|João Ferreira|1
444|O do Mar|Marcelo Ribeiro|1
445|A História do Vento|Gabriel Mendes|1
446|Os do Fogo|Marcelo Gomes|1
447|O Mistério da Montanha|Luiz Carvalho|1
448|A Última do Deserto|João Santos|1
449|O Caminho do Céu|Bruno Silva|1
450|O Último da Lua|Francisco Rodrigues|1
451|Um do Destino|Marcos Gomes|1
452|As do Deserto|Gabriel Santos|1
453|O Primeiro da Fortuna|José Fernandes|1
454|A Grande da Água|Francisco Barbosa|1
455|O da Terra|Gabriel Ferreira|1
456|Um da Chuva|Marcelo Oliveira|1
457|Uma do Amor|Francisco Martins|1
458|A Jornada do Amor|Marcelo Almeida|1
459|O Último do Tempo|Francisco Fernandes|1
460|A da Chuva|Marcelo Gomes|1
461|O da Fortuna|Maria Barbosa|1
462|As da Vida|Marcelo Rodrigues|1
463|O Último do Tempo|Pedro Barbosa|1
464|As do Fogo|Lucas Martins|1
465|A História do Sol|Marcos Pereira|1
466|A Pequena do Vento|Ana Ferreira|1
467|A Última do Mar|Lucas Gomes|1
468|O Primeiro do Deserto|Daniel Almeida|1
469|A História da Montanha|Daniel Oliveira|1
470|O Pequeno do Sol|Luis Barbosa|1
471|O Destino da Chuva|Marcelo Fernandes|1
472|O Pequeno do Fogo|Pedro Gomes|1
473|O Destino do Vento|Felipe Fernandes|1
474|O Primeiro do Mar|Luiz Rodrigues|1
475|A Grande da Água|Marcelo Souza|1
476|A do Vento|Gabriel Carvalho|1
477|O Grande do Fogo|Felipe Araújo|1
478|Um da Chuva|Pedro Oliveira|1
479|As da Esperança|Paulo Almeida|1
480|O Grande do Tempo|Eduardo Ferreira|1
481|O Grande da Lua|Maria Araújo|1
482|Um da Terra|Eduardo Santos|1
483|A Primeira do Vento|Rafael Fernandes|1
484|Uma do Ar|Lucas Ribeiro|1
485|O Mistério do Sol|Gabriel Ribeiro|1
486|Os das Estrelas|Gabriel Pereira|1
487|Uma da Esperança|Rafael Barbosa|1
488|A Primeira da Água|Lucas Lima|1
489|O Último do Ar|Lucas Souza|1
490|O Caminho do Sol|Marcelo Fernandes|1
491|O Caminho do Deserto|José Costa|1
492|A Pequena da Chuva|Felipe Martins|1
493|O Último da Terra|Rafael Fernandes|1
494|As do Deserto|Antônio Gomes|1
495|Um do Mar|Marcelo Ferreira|1
496|O Grande do Mar|Marcelo Lopes|1
497|O Último do Destino|João Araújo|1
498|A Última do Vento|Maria Santos|1
499|O Grande do Deserto|Carlos Pereira|1
500|A Última do Tempo|Francisco Lima|1
501|A História da Chuva|Daniel Silva|1
502|O Segredo da Terra|Eduardo Mendes|1
503|O Grande do Tempo|Maria Almeida|1
504|A Pequena da Lua|Lucas Carvalho|1
505|A Jornada da Floresta|Pedro Oliveira|1
506|A Primeira da Floresta|Bruno Ferreira|1
507|A História da Esperança|Daniel Santos|1
508|Um do Destino|Lucas Nascimento|1
509|O Caminho do Tempo|Marcelo Araújo|1
510|O Destino da Floresta|Pedro Lopes|1
511|A Última do Tempo|Antônio Nascimento|1
512|O da Esperança|Rafael Nascimento|1
513|O Segredo do Deserto|Maria Mendes|1
514|Um do Fogo|Bruno Almeida|1
515|O Segredo da Chuva|Antônio Lopes|1
516|A Pequena do Tempo|Gabriel Santos|1
517|O Mistério da Fortuna|Daniel Fernandes|1
518|O Mistério do Deserto|Maria Rodrigues|1
519|O do Deserto|Pedro Souza|1
520|A do Vento|Bruno Costa|1
521|O Mistério do Destino|Rafael Carvalho|1
522|A Última da Terra|Marcos Mendes|1
523|A Pequena do Fogo|Daniel Ferreira|1
524|A do Tempo|Rafael Ribeiro|1
525|O Primeiro do Sol|Ana Oliveira|1
526|O Segredo da Esperança|Marcos Souza|1
527|A Última das Estrelas|Felipe Ferreira|1
528|O Caminho do Deserto|Francisco Gomes|1
529|A História da Floresta|Antônio Almeida|1
530|O Segredo da Chuva|Antônio Ferreira|1
531|O Caminho da Esperança|Pedro Barbosa|1
532|A da Esperança|Antônio Barbosa|1
533|A Última da Esperança|Marcos Santos|1
534|O Caminho da Terra|Rafael Almeida|1
535|Os da Chuva|Rafael Silva|1
536|O Grande do Amor|Gabriel Araújo|1
537|A Grande da Montanha|João Almeida|1
538|O Segredo da Lua|Gabriel Almeida|1
539|O das Estrelas|Eduardo Pereira|1
540|Os da Terra|Antônio Fernandes|1
541|O Pequeno da Vida|João Araújo|1
542|Uma do Vento|Bruno Pereira|1
543|As da Lua|Maria Ribeiro|1
544|O Grande do Sol|Antônio Ferreira|1
545|Uma do Ar|Rafael Mendes|1
546|A Pequena da Lua|José Oliveira|1
547|O Grande do Tempo|Felipe Ribeiro|1
548|A Jornada da Esperança|Rafael Nascimento|1
549|Um da Floresta|Marcelo Mendes|1
550|A História do Vento|Lucas Rodrigues|1
551|O Primeiro da Vida|Paulo Oliveira|1
552|Uma do Fogo|Pedro Santos|1
553|Uma da Chuva|Antônio Silva|1
554|As da Terra|Luis Barbosa|1
555|O Destino do Deserto|Eduardo Ribeiro|1
556|Uma da Chuva|Eduardo Gomes|1
557|A Primeira do Tempo|Felipe Ribeiro|1
558|A Última do Fogo|Eduardo Gomes|1
559|As do Mar|Felipe Almeida|1
560|O Mistério da Floresta|Pedro Barbosa|1
561|As da Chuva|Lucas Pereira|1
562|O Grande da Lua|Bruno Martins|1
563|Os do Fogo|Francisco Almeida|1
564|A Última do Mar|Luiz Carvalho|1
565|A Última da Floresta|Carlos Lima|1
566|A Jornada do Deserto|Ana Carvalho|1
567|As da Fortuna|Marcos Rodrigues|1
568|O da Floresta|João Mendes|1
569|O Primeiro do Ar|Gabriel Mendes|1
570|A História do Ar|Luis Souza|1
571|A Pequena da Esperança|Ana Oliveira|1
572|O Último do Sol|Daniel Carvalho|1
573|Os da Terra|Maria Nascimento|1
574|O Pequeno do Tempo|Antônio Souza|1
575|O Último das Estrelas|Pedro Mendes|1
576|O Grande do Céu|Luis Rodrigues|1
577|Os do Tempo|Antônio Rodrigues|1
578|A História do Tempo|Gabriel Oliveira|1
579|O Último do Tempo|Gabriel Ribeiro|1
580|O do Vento|José Araújo|1
581|A Primeira da Fortuna|Rafael Martins|1
582|A do Destino|Marcelo Pereira|1
583|O Segredo da Chuva|Luis Pereira|1
584|O Pequeno da Fortuna|Lucas Souza|1
585|O Segredo da Floresta|Gabriel Almeida|1
586|A Jornada da Fortuna|Lucas Barbosa|1
587|Os da Lua|Antônio Lima|1
588|A Primeira da Água|José Almeida|1
589|O Primeiro do Amor|Marcelo Lopes|1
590|A Pequena do Tempo|Carlos Lima|1
591|O Último das Estrelas|Ana Pereira|1
592|O Segredo do Céu|Gabriel Barbosa|1
593|Uma das Estrelas|Eduardo Martins|1
594|O Grande do Amor|Luis Mendes|1
595|O Segredo da Água|José Ribeiro|1
596|O Pequeno da Floresta|Luiz Ferreira|1
597|A Última das Estrelas|Marcos Almeida|1
598|O Destino do Fogo|Lucas Nascimento|1
599|A das Estrelas|José Ferreira|1
600|A História das Estrelas|Antônio Gomes|1
601|O Primeiro da Montanha|Bruno Lopes|1
602|Um do Tempo|Gabriel Santos|1
603|Os da Lua|José Fernandes|1
604|A História do Fogo|Luiz Mendes|1
605|O Segredo da Chuva|Marcos Mendes|1
606|O Primeiro da Lua|Eduardo Silva|1
607|A Primeira do Céu|Ana Araújo|1
608|O da Floresta|João Gomes|1
609|Um do Destino|Marcelo Martins|1
610|O Destino da Vida|Maria Souza|1
611|A Última da Floresta|Ana Lopes|1
612|Os da Esperança|Maria Rodrigues|1
613|O Primeiro do Deserto|Carlos Rodrigues|1
614|A Grande do Céu|Maria Araújo|1
615|O Grande do Ar|Daniel Martins|1
616|O Caminho da Esperança|Marcelo Santos|1
617|O Pequeno da Chuva|João Fernandes|1
618|O Primeiro da Fortuna|Pedro Araújo|1
619|Uma do Sol|Maria Carvalho|1
620|A Última da Lua|Luis Lima|1
621|A Grande das Estrelas|Ana Fernandes|1
622|A História da Montanha|Antônio Almeida|1
623|A Primeira da Esperança|Lucas Almeida|1
624|As do Deserto|Pedro Pereira|1
625|A Jornada da Terra|Carlos Silva|1
626|O Segredo da Lua|Francisco Souza|1
627|As do Ar|Francisco Gomes|1
628|O Primeiro do Tempo|Bruno Barbosa|1
629|A Jornada do Sol|Ana Lopes|1
630|As da Vida|Lucas Rodrigues|1
631|O Segredo das Estrelas|Gabriel Lima|1
632|O Primeiro do Amor|Rafael Costa|1
633|O da Lua|Bruno Barbosa|1
634|O Último do Céu|Bruno Nascimento|1
